Unclassified	Superkingdom	Kingdom	Phylum	Class	Order	Family	Genus	Species	Subspecies	No. Peptides	Spectral Count (Krona)	
	Unknown Superkingdom	Unknown Kingdom	Unknown Phylum	Unknown Class	Unknown Order	Unknown Family	Unknown Genus	Unknown Species	Unknown Subspecies	204	271	
	Bacteria	Unknown Kingdom	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Eikenella	Eikenella corrodens	Eikenella corrodens CC92I	1	1	
	Bacteria	Unknown Kingdom	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus equi subsp. equi 4047	Streptococcus equi subsp. equi	1	3	
	Bacteria	Unknown Kingdom	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Abiotrophia	Abiotrophia defectiva	Abiotrophia defectiva ATCC 49176	1	1	
	Bacteria	Unknown Kingdom	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Unknown Genus	Unknown Species	Unknown Subspecies	2	2	
	Bacteria	Unknown Kingdom	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	Haemophilus haemolyticus	Haemophilus haemolyticus M21621	1	1	
	Bacteria	Unknown Kingdom	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Veillonella	Veillonella parvula	Veillonella parvula ATCC 17745	1	1	
	Bacteria	Unknown Kingdom	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Unknown Species	Unknown Subspecies	15	26	
	Bacteria	Unknown Kingdom	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium nucleatum	Unknown Subspecies	1	1	
	Bacteria	Unknown Kingdom	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	Unknown Species	Unknown Subspecies	4	4	
	Bacteria	Unknown Kingdom	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Granulicatella	Granulicatella adiacens	Granulicatella adiacens ATCC 49175	2	2	
	Bacteria	Unknown Kingdom	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Unknown Species	Unknown Subspecies	5	11	
	Bacteria	Unknown Kingdom	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Veillonella	Unknown Species	Unknown Subspecies	13	19	
	Bacteria	Unknown Kingdom	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Eikenella	Eikenella corrodens	Unknown Subspecies	2	3	
	Bacteria	Unknown Kingdom	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Veillonella	Veillonella parvula	Veillonella parvula ACS-068-V-Sch12	1	1	
	Bacteria	Unknown Kingdom	Firmicutes	Bacilli	Bacillales	Unknown Family	Gemella	Unknown Species	Unknown Subspecies	1	1	
	Bacteria	Unknown Kingdom	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Unknown Species	Unknown Subspecies	1	1	
	Bacteria	Unknown Kingdom	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Enterobacter	Enterobacter cancerogenus	Unknown Subspecies	1	1	
	Bacteria	Unknown Kingdom	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium periodonticum	Fusobacterium periodonticum ATCC 33693	2	4	
	Bacteria	Unknown Kingdom	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	Actinomyces sp. ICM54	Unknown Subspecies	1	1	
	Bacteria	Unknown Kingdom	Firmicutes	Bacilli	Bacillales	Unknown Family	Gemella	Gemella haemolysans	Gemella haemolysans M341	1	1	
	Bacteria	Unknown Kingdom	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	Haemophilus parainfluenzae	Haemophilus parainfluenzae ATCC 33392	1	2	
	Bacteria	Unknown Kingdom	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Alloprevotella	Prevotella sp. oral taxon 473	Prevotella sp. oral taxon 473 str. F0040	1	1	
	Bacteria	Unknown Kingdom	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Aggregatibacter	Aggregatibacter segnis	Aggregatibacter segnis ATCC 33393	3	3	
	Bacteria	Unknown Kingdom	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium nucleatum	Fusobacterium nucleatum ChDC F128	1	1	
	Bacteria	Unknown Kingdom	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Veillonella	Veillonella dispar	Veillonella dispar DORA_11	1	3	
	Bacteria	Unknown Kingdom	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Granulicatella	Unknown Species	Unknown Subspecies	3	3	
	Bacteria	Unknown Kingdom	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium sp. 12_1B	Unknown Subspecies	1	1	
	Bacteria	Unknown Kingdom	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus gordonii	Streptococcus gordonii str. Challis substr. CH1	1	1	
	Bacteria	Unknown Kingdom	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Atopobium	Atopobium minutum	Atopobium minutum 10063974	1	1	
