Unclassified	Superkingdom	Kingdom	Phylum	Class	Order	Family	Genus	Species	Subspecies	No. Peptides	Spectral Count (Krona)	
	Unknown Superkingdom	Unknown Kingdom	Unknown Phylum	Unknown Class	Unknown Order	Unknown Family	Unknown Genus	Unknown Species	Unknown Subspecies	207	276	
	Bacteria	Unknown Kingdom	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Eikenella	Eikenella corrodens	Eikenella corrodens CC92I	3	3	
	Bacteria	Unknown Kingdom	Firmicutes	Clostridia	Clostridiales	Clostridiales Family XI. Incertae Sedis	Unknown Genus	Unknown Species	Unknown Subspecies	1	4	
	Bacteria	Unknown Kingdom	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Unknown Genus	Unknown Species	Unknown Subspecies	4	5	
	Bacteria	Unknown Kingdom	Unknown Phylum	Unknown Class	Unknown Order	Unknown Family	Unknown Genus	candidate division TM7 genomosp. GTL1	Unknown Subspecies	1	1	
	Bacteria	Unknown Kingdom	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Tannerella	Tannerella forsythia	Tannerella forsythia ATCC 43037	1	1	
	Bacteria	Unknown Kingdom	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Aggregatibacter	Aggregatibacter aphrophilus	Aggregatibacter aphrophilus NJ8700	1	1	
	Bacteria	Unknown Kingdom	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Unknown Species	Unknown Subspecies	17	25	
	Bacteria	Unknown Kingdom	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Shuttleworthia	Shuttleworthia satelles	Shuttleworthia satelles DSM 14600	1	1	
	Bacteria	Unknown Kingdom	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	Unknown Species	Unknown Subspecies	2	2	
	Bacteria	Unknown Kingdom	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	Treponema medium	Treponema medium ATCC 700293	1	1	
	Bacteria	Unknown Kingdom	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Unknown Species	Unknown Subspecies	6	11	
	Bacteria	Unknown Kingdom	Firmicutes	Unknown Class	Unknown Order	Unknown Family	Unknown Genus	Unknown Species	Unknown Subspecies	1	1	
	Bacteria	Unknown Kingdom	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Veillonella	Veillonella sp. CAG:933	Unknown Subspecies	1	1	
	Bacteria	Unknown Kingdom	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Veillonella	Unknown Species	Unknown Subspecies	14	20	
	Bacteria	Unknown Kingdom	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Veillonella	Veillonella parvula	Unknown Subspecies	1	1	
	Bacteria	Unknown Kingdom	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus oligofermentans	Streptococcus oligofermentans AS 1.3089	1	1	
	Bacteria	Unknown Kingdom	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria elongata subsp. glycolytica ATCC 29315	Neisseria elongata subsp. glycolytica	1	1	
	Bacteria	Unknown Kingdom	Firmicutes	Bacilli	Bacillales	Unknown Family	Gemella	Unknown Species	Unknown Subspecies	1	4	
	Bacteria	Unknown Kingdom	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium nucleatum	Fusobacterium nucleatum CTI-1	1	1	
	Bacteria	Unknown Kingdom	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides sartorii	Unknown Subspecies	1	1	
	Bacteria	Unknown Kingdom	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium periodonticum	Fusobacterium periodonticum ATCC 33693	1	1	
	Bacteria	Unknown Kingdom	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium nucleatum subsp. nucleatum ATCC 23726	Fusobacterium nucleatum subsp. nucleatum	1	1	
	Bacteria	Unknown Kingdom	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium nucleatum subsp. animalis ATCC 51191	Fusobacterium nucleatum subsp. animalis	1	1	
	Bacteria	Unknown Kingdom	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	Haemophilus parainfluenzae	Haemophilus parainfluenzae ATCC 33392	1	2	
	Bacteria	Unknown Kingdom	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Unknown Genus	Unknown Species	Unknown Subspecies	1	1	
	Bacteria	Unknown Kingdom	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium sp. 1_1_41FAA	Unknown Subspecies	1	3	
	Bacteria	Unknown Kingdom	Firmicutes	Bacilli	Unknown Order	Unknown Family	Unknown Genus	Unknown Species	Unknown Subspecies	1	1	
	Bacteria	Unknown Kingdom	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium nucleatum	Fusobacterium nucleatum ChDC F128	1	2	
	Bacteria	Unknown Kingdom	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium sp. CM22	Unknown Subspecies	1	1	
